datum,bundesland_id,bundesland_name,versorgungsstufe,anzahl_meldebereiche,faelle_covid_aktuell,intensivbetten_belegt,intensivbetten_frei
2022-07-02,00,Deutschland,nicht angegeben,15,6,160,16
2022-07-01,00,Deutschland,GRUND_UND_REGELVERSORGUNG,791,365,6087,1478
2022-07-01,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,286,6408,1113
2022-07-01,00,Deutschland,FACHKLINIK,77,32,733,142
2022-07-01,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,291,6949,863
2022-07-01,00,Deutschland,nicht angegeben,15,4,163,21
2022-06-30,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,276,6357,1165
2022-06-30,00,Deutschland,GRUND_UND_REGELVERSORGUNG,791,349,6063,1546
2022-06-30,00,Deutschland,FACHKLINIK,77,32,755,127
2022-06-30,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,271,7019,837
2022-06-30,00,Deutschland,nicht angegeben,15,4,165,20
2022-06-29,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,283,6403,1129
2022-06-29,00,Deutschland,GRUND_UND_REGELVERSORGUNG,792,339,6155,1488
2022-06-29,00,Deutschland,nicht angegeben,15,5,169,16
2022-06-29,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,279,7019,858
2022-06-29,00,Deutschland,FACHKLINIK,77,29,756,123
2022-06-28,00,Deutschland,SCHWERPUNKTVERSORGUNG,480,283,6379,1111
2022-06-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,792,345,6109,1544
2022-06-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,306,7025,869
2022-06-28,00,Deutschland,FACHKLINIK,77,42,740,135
2022-06-28,00,Deutschland,nicht angegeben,15,5,159,23
2022-06-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,479,262,6238,1193
2022-06-27,00,Deutschland,FACHKLINIK,77,46,726,145
2022-06-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,793,338,5989,1635
2022-06-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,283,6864,971
2022-06-27,00,Deutschland,nicht angegeben,15,3,168,14
2022-06-26,00,Deutschland,GRUND_UND_REGELVERSORGUNG,793,284,5915,1610
2022-06-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,479,260,6175,1219
2022-06-26,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,262,6895,912
2022-06-26,00,Deutschland,FACHKLINIK,76,28,712,123
2022-06-26,00,Deutschland,nicht angegeben,15,2,160,22
2022-06-25,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,255,6957,906
2022-06-25,00,Deutschland,SCHWERPUNKTVERSORGUNG,480,236,6256,1170
2022-06-25,00,Deutschland,GRUND_UND_REGELVERSORGUNG,793,271,6014,1535
2022-06-25,00,Deutschland,FACHKLINIK,75,23,729,114
2022-06-25,00,Deutschland,nicht angegeben,15,3,166,16
2022-06-24,00,Deutschland,GRUND_UND_REGELVERSORGUNG,792,285,6087,1489
2022-06-24,00,Deutschland,SCHWERPUNKTVERSORGUNG,479,237,6395,1074
2022-06-24,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,248,7035,875
2022-06-24,00,Deutschland,FACHKLINIK,75,25,751,120
2022-06-24,00,Deutschland,nicht angegeben,15,4,171,16
2022-06-23,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,240,6459,1084
2022-06-23,00,Deutschland,FACHKLINIK,76,28,752,123
2022-06-23,00,Deutschland,GRUND_UND_REGELVERSORGUNG,792,298,6149,1473
2022-06-23,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,240,7072,846
2022-06-23,00,Deutschland,nicht angegeben,15,4,171,16
2022-06-22,00,Deutschland,GRUND_UND_REGELVERSORGUNG,791,284,6060,1572
2022-06-22,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,228,6424,1106
2022-06-22,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,240,7063,858
2022-06-22,00,Deutschland,FACHKLINIK,76,25,748,131
2022-06-22,00,Deutschland,nicht angegeben,15,5,167,20
2022-06-21,00,Deutschland,GRUND_UND_REGELVERSORGUNG,791,309,6034,1614
2022-06-21,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,216,6380,1160
2022-06-21,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,239,7077,855
2022-06-21,00,Deutschland,FACHKLINIK,76,26,742,139
2022-06-21,00,Deutschland,nicht angegeben,15,5,166,22
2022-06-20,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,210,6186,1248
2022-06-20,00,Deutschland,GRUND_UND_REGELVERSORGUNG,791,278,5889,1738
2022-06-20,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,233,6863,983
2022-06-20,00,Deutschland,FACHKLINIK,76,21,726,150
2022-06-20,00,Deutschland,nicht angegeben,15,5,170,18
2022-06-19,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,210,6171,1239
2022-06-19,00,Deutschland,GRUND_UND_REGELVERSORGUNG,792,268,5716,1799
2022-06-19,00,Deutschland,FACHKLINIK,76,22,718,134
2022-06-19,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,215,6794,1003
2022-06-19,00,Deutschland,nicht angegeben,15,3,165,20
2022-06-18,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,206,6276,1168
2022-06-18,00,Deutschland,GRUND_UND_REGELVERSORGUNG,792,240,5828,1737
2022-06-18,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,214,6839,985
2022-06-18,00,Deutschland,FACHKLINIK,76,21,723,138
2022-06-18,00,Deutschland,nicht angegeben,15,3,169,20
2022-06-17,00,Deutschland,GRUND_UND_REGELVERSORGUNG,792,241,5925,1682
2022-06-17,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,235,6969,896
2022-06-17,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,199,6333,1191
2022-06-17,00,Deutschland,nicht angegeben,15,2,171,16
2022-06-17,00,Deutschland,FACHKLINIK,78,17,752,136
2022-06-16,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,190,6411,1160
2022-06-16,00,Deutschland,GRUND_UND_REGELVERSORGUNG,794,242,6011,1670
2022-06-16,00,Deutschland,FACHKLINIK,78,17,765,119
2022-06-16,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,233,7055,864
2022-06-16,00,Deutschland,nicht angegeben,15,2,173,20
2022-06-15,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,190,6391,1196
2022-06-15,00,Deutschland,GRUND_UND_REGELVERSORGUNG,794,238,6039,1656
2022-06-15,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,221,7091,855
2022-06-15,00,Deutschland,FACHKLINIK,78,18,754,137
2022-06-15,00,Deutschland,nicht angegeben,15,5,164,24
2022-06-14,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,186,6357,1219
2022-06-14,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,244,6018,1711
2022-06-14,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,222,7026,893
2022-06-14,00,Deutschland,FACHKLINIK,78,19,724,128
2022-06-14,00,Deutschland,nicht angegeben,15,3,161,27
2022-06-13,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,300,216,6890,1001
2022-06-13,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,234,5923,1768
2022-06-13,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,177,6238,1291
2022-06-13,00,Deutschland,FACHKLINIK,77,19,703,149
2022-06-13,00,Deutschland,nicht angegeben,15,4,155,26
2022-06-12,00,Deutschland,FACHKLINIK,76,22,680,144
2022-06-12,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,173,6149,1291
2022-06-12,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,221,5815,1833
2022-06-12,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,201,6902,954
2022-06-12,00,Deutschland,nicht angegeben,15,4,155,26
2022-06-11,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,198,6983,902
2022-06-11,00,Deutschland,SCHWERPUNKTVERSORGUNG,480,177,6302,1169
2022-06-11,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,207,5926,1762
2022-06-11,00,Deutschland,FACHKLINIK,76,21,703,128
2022-06-11,00,Deutschland,nicht angegeben,15,4,166,17
2022-06-10,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,166,6400,1165
2022-06-10,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,208,7043,858
2022-06-10,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,227,6016,1723
2022-06-10,00,Deutschland,FACHKLINIK,77,23,720,137
2022-06-10,00,Deutschland,nicht angegeben,15,2,165,20
2022-06-09,00,Deutschland,SCHWERPUNKTVERSORGUNG,480,172,6496,1136
2022-06-09,00,Deutschland,FACHKLINIK,78,24,763,138
2022-06-09,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,212,7093,840
2022-06-09,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,208,6073,1697
2022-06-09,00,Deutschland,nicht angegeben,15,4,170,15
2022-06-08,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,193,6003,1725
2022-06-08,00,Deutschland,SCHWERPUNKTVERSORGUNG,479,177,6388,1196
2022-06-08,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,221,7062,886
2022-06-08,00,Deutschland,FACHKLINIK,78,27,737,133
2022-06-08,00,Deutschland,nicht angegeben,15,4,169,17
2022-06-07,00,Deutschland,SCHWERPUNKTVERSORGUNG,480,168,6274,1270
2022-06-07,00,Deutschland,GRUND_UND_REGELVERSORGUNG,793,195,5816,1876
2022-06-07,00,Deutschland,FACHKLINIK,76,30,710,134
2022-06-07,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,227,6956,994
2022-06-07,00,Deutschland,nicht angegeben,15,3,165,20
2022-06-06,00,Deutschland,SCHWERPUNKTVERSORGUNG,479,172,6166,1349
2022-06-06,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,228,6868,1027
2022-06-06,00,Deutschland,GRUND_UND_REGELVERSORGUNG,793,192,5689,1957
2022-06-06,00,Deutschland,FACHKLINIK,78,36,687,149
2022-06-06,00,Deutschland,nicht angegeben,15,4,166,19
2022-06-05,00,Deutschland,SCHWERPUNKTVERSORGUNG,479,166,6194,1302
2022-06-05,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,184,5797,1917
2022-06-05,00,Deutschland,FACHKLINIK,77,36,724,138
2022-06-05,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,223,6878,1003
2022-06-05,00,Deutschland,nicht angegeben,15,4,166,22
2022-06-04,00,Deutschland,SCHWERPUNKTVERSORGUNG,480,155,6301,1195
2022-06-04,00,Deutschland,GRUND_UND_REGELVERSORGUNG,796,199,6030,1707
2022-06-04,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,227,6979,939
2022-06-04,00,Deutschland,FACHKLINIK,78,34,729,145
2022-06-04,00,Deutschland,nicht angegeben,15,2,163,23
2022-06-03,00,Deutschland,SCHWERPUNKTVERSORGUNG,480,156,6390,1144
2022-06-03,00,Deutschland,FACHKLINIK,78,36,770,127
2022-06-03,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,234,7111,841
2022-06-03,00,Deutschland,GRUND_UND_REGELVERSORGUNG,797,209,6157,1639
2022-06-03,00,Deutschland,nicht angegeben,15,2,165,22
2022-06-02,00,Deutschland,SCHWERPUNKTVERSORGUNG,480,173,6379,1188
2022-06-02,00,Deutschland,GRUND_UND_REGELVERSORGUNG,797,193,6061,1719
2022-06-02,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,241,7088,876
2022-06-02,00,Deutschland,FACHKLINIK,78,38,776,121
2022-06-02,00,Deutschland,nicht angegeben,15,3,173,16
2022-06-01,00,Deutschland,SCHWERPUNKTVERSORGUNG,481,185,6452,1131
2022-06-01,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,297,245,7076,881
2022-06-01,00,Deutschland,GRUND_UND_REGELVERSORGUNG,797,201,6084,1713
2022-06-01,00,Deutschland,FACHKLINIK,79,39,778,124
2022-06-01,00,Deutschland,nicht angegeben,15,1,176,13
2022-05-31,00,Deutschland,GRUND_UND_REGELVERSORGUNG,796,215,6039,1727
2022-05-31,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,188,6388,1200
2022-05-31,00,Deutschland,FACHKLINIK,79,38,771,127
2022-05-31,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,241,7015,963
2022-05-31,00,Deutschland,nicht angegeben,15,1,173,16
2022-05-30,00,Deutschland,GRUND_UND_REGELVERSORGUNG,796,203,5779,1950
2022-05-30,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,183,6244,1325
2022-05-30,00,Deutschland,FACHKLINIK,79,37,755,144
2022-05-30,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,245,6879,1051
2022-05-30,00,Deutschland,nicht angegeben,15,1,174,15
2022-05-29,00,Deutschland,GRUND_UND_REGELVERSORGUNG,797,206,5699,1964
2022-05-29,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,179,6160,1361
2022-05-29,00,Deutschland,FACHKLINIK,80,39,725,132
2022-05-29,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,232,6822,998
2022-05-29,00,Deutschland,nicht angegeben,15,00,171,17
2022-05-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,797,204,5797,1889
2022-05-28,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,188,6216,1303
2022-05-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,236,6904,970
2022-05-28,00,Deutschland,FACHKLINIK,79,39,737,116
2022-05-28,00,Deutschland,nicht angegeben,16,2,175,23
2022-05-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,189,6264,1287
2022-05-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,796,226,5872,1836
2022-05-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,244,6944,960
2022-05-27,00,Deutschland,FACHKLINIK,79,41,755,121
2022-05-27,00,Deutschland,nicht angegeben,16,2,172,25
2022-05-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,187,6441,1127
2022-05-26,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,245,7075,872
2022-05-26,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,225,6008,1724
2022-05-26,00,Deutschland,FACHKLINIK,79,43,759,117
2022-05-26,00,Deutschland,nicht angegeben,16,3,176,21
2022-05-25,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,191,6479,1091
2022-05-25,00,Deutschland,GRUND_UND_REGELVERSORGUNG,794,227,6064,1695
2022-05-25,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,253,7122,839
2022-05-25,00,Deutschland,FACHKLINIK,80,45,800,124
2022-05-25,00,Deutschland,nicht angegeben,16,3,183,14
2022-05-24,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,191,6433,1145
2022-05-24,00,Deutschland,GRUND_UND_REGELVERSORGUNG,794,246,6082,1664
2022-05-24,00,Deutschland,FACHKLINIK,80,46,801,119
2022-05-24,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,256,7079,872
2022-05-24,00,Deutschland,nicht angegeben,16,3,186,11
2022-05-23,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,201,6250,1313
2022-05-23,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,269,5861,1863
2022-05-23,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,268,6714,996
2022-05-23,00,Deutschland,FACHKLINIK,80,44,785,124
2022-05-23,00,Deutschland,nicht angegeben,16,6,160,37
2022-05-22,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,205,6180,1294
2022-05-22,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,282,5760,1865
2022-05-22,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,279,6726,928
2022-05-22,00,Deutschland,FACHKLINIK,80,46,754,118
2022-05-22,00,Deutschland,nicht angegeben,16,6,166,32
2022-05-21,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,198,6299,1231
2022-05-21,00,Deutschland,GRUND_UND_REGELVERSORGUNG,795,281,5984,1673
2022-05-21,00,Deutschland,FACHKLINIK,80,43,769,112
2022-05-21,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,277,6802,867
2022-05-21,00,Deutschland,nicht angegeben,16,3,172,26
2022-05-20,00,Deutschland,GRUND_UND_REGELVERSORGUNG,796,274,6102,1619
2022-05-20,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,210,6433,1148
2022-05-20,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,291,6914,817
2022-05-20,00,Deutschland,FACHKLINIK,80,43,786,119
2022-05-20,00,Deutschland,nicht angegeben,16,3,181,17
2022-05-19,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,213,6458,1150
2022-05-19,00,Deutschland,GRUND_UND_REGELVERSORGUNG,796,305,6136,1620
2022-05-19,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,314,6949,825
2022-05-19,00,Deutschland,FACHKLINIK,80,40,768,132
2022-05-19,00,Deutschland,nicht angegeben,16,3,177,21
2022-05-18,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,227,6443,1159
2022-05-18,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,310,6893,839
2022-05-18,00,Deutschland,FACHKLINIK,80,39,775,135
2022-05-18,00,Deutschland,GRUND_UND_REGELVERSORGUNG,796,326,6183,1592
2022-05-18,00,Deutschland,nicht angegeben,16,3,181,17
2022-05-17,00,Deutschland,GRUND_UND_REGELVERSORGUNG,796,326,6124,1642
2022-05-17,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,255,6437,1183
2022-05-17,00,Deutschland,FACHKLINIK,80,44,781,133
2022-05-17,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,318,6898,894
2022-05-17,00,Deutschland,nicht angegeben,16,2,180,18
2022-05-16,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,264,6296,1327
2022-05-16,00,Deutschland,GRUND_UND_REGELVERSORGUNG,796,311,5935,1784
2022-05-16,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,321,6738,981
2022-05-16,00,Deutschland,nicht angegeben,16,2,176,24
2022-05-16,00,Deutschland,FACHKLINIK,81,46,794,139
2022-05-15,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,259,6234,1351
2022-05-15,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,311,6762,965
2022-05-15,00,Deutschland,GRUND_UND_REGELVERSORGUNG,797,304,5897,1770
2022-05-15,00,Deutschland,FACHKLINIK,81,47,760,129
2022-05-15,00,Deutschland,nicht angegeben,16,2,169,29
2022-05-14,00,Deutschland,GRUND_UND_REGELVERSORGUNG,797,327,6061,1637
2022-05-14,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,265,6329,1264
2022-05-14,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,303,6852,895
2022-05-14,00,Deutschland,FACHKLINIK,81,48,785,118
2022-05-14,00,Deutschland,nicht angegeben,16,2,175,25
2022-05-13,00,Deutschland,FACHKLINIK,81,48,813,126
2022-05-13,00,Deutschland,GRUND_UND_REGELVERSORGUNG,797,342,6235,1546
2022-05-13,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,261,6494,1148
2022-05-13,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,325,6921,857
2022-05-13,00,Deutschland,nicht angegeben,16,2,178,21
2022-05-12,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,276,6483,1166
2022-05-12,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,344,6272,1563
2022-05-12,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,333,6971,872
2022-05-12,00,Deutschland,nicht angegeben,16,3,180,21
2022-05-12,00,Deutschland,FACHKLINIK,81,46,819,120
2022-05-11,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,357,6240,1587
2022-05-11,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,305,6433,1216
2022-05-11,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,323,6997,854
2022-05-11,00,Deutschland,FACHKLINIK,81,45,807,127
2022-05-11,00,Deutschland,nicht angegeben,15,3,173,19
2022-05-10,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,323,6385,1252
2022-05-10,00,Deutschland,FACHKLINIK,81,45,802,131
2022-05-10,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,368,6149,1672
2022-05-10,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,324,6891,936
2022-05-10,00,Deutschland,nicht angegeben,16,4,170,21
2022-05-09,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,386,5903,1863
2022-05-09,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,328,6769,1019
2022-05-09,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,328,6250,1323
2022-05-09,00,Deutschland,FACHKLINIK,82,48,791,142
2022-05-09,00,Deutschland,nicht angegeben,15,5,179,14
2022-05-08,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,383,5762,1918
2022-05-08,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,323,6174,1329
2022-05-08,00,Deutschland,nicht angegeben,15,6,174,16
2022-05-08,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,336,6784,982
2022-05-08,00,Deutschland,FACHKLINIK,82,48,765,139
2022-05-07,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,315,6313,1227
2022-05-07,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,337,6848,923
2022-05-07,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,378,5955,1757
2022-05-07,00,Deutschland,nicht angegeben,15,6,171,17
2022-05-07,00,Deutschland,FACHKLINIK,82,48,784,125
2022-05-06,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,320,6372,1206
2022-05-06,00,Deutschland,FACHKLINIK,82,49,809,129
2022-05-06,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,389,6167,1610
2022-05-06,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,352,6941,857
2022-05-06,00,Deutschland,nicht angegeben,15,6,178,15
2022-05-05,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,414,6107,1685
2022-05-05,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,355,6934,916
2022-05-05,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,345,6395,1221
2022-05-05,00,Deutschland,FACHKLINIK,82,57,804,130
2022-05-05,00,Deutschland,nicht angegeben,16,5,185,16
2022-05-04,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,411,6178,1645
2022-05-04,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,365,6383,1255
2022-05-04,00,Deutschland,FACHKLINIK,82,55,799,132
2022-05-04,00,Deutschland,nicht angegeben,16,4,185,16
2022-05-04,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,298,367,6972,869
2022-05-03,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,426,6087,1699
2022-05-03,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,391,6406,1219
2022-05-03,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,299,400,6945,916
2022-05-03,00,Deutschland,FACHKLINIK,82,58,798,133
2022-05-03,00,Deutschland,nicht angegeben,16,3,182,19
2022-05-02,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,416,6247,1320
2022-05-02,00,Deutschland,FACHKLINIK,82,60,761,144
2022-05-02,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,407,6825,996
2022-05-02,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,435,5948,1802
2022-05-02,00,Deutschland,nicht angegeben,16,5,169,31
2022-05-01,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,424,6218,1245
2022-05-01,00,Deutschland,GRUND_UND_REGELVERSORGUNG,798,432,5836,1814
2022-05-01,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,411,6714,1034
2022-05-01,00,Deutschland,FACHKLINIK,81,65,752,122
2022-05-01,00,Deutschland,nicht angegeben,16,5,171,26
2022-04-30,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,422,6359,1135
2022-04-30,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,447,6018,1659
2022-04-30,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,413,6814,982
2022-04-30,00,Deutschland,FACHKLINIK,81,68,763,114
2022-04-30,00,Deutschland,nicht angegeben,16,4,174,25
2022-04-29,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,418,6400,1117
2022-04-29,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,466,6118,1606
2022-04-29,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,425,6929,917
2022-04-29,00,Deutschland,nicht angegeben,16,4,167,33
2022-04-29,00,Deutschland,FACHKLINIK,81,67,779,127
2022-04-28,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,422,6351,1194
2022-04-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,458,6962,916
2022-04-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,454,6159,1616
2022-04-28,00,Deutschland,FACHKLINIK,81,68,760,144
2022-04-28,00,Deutschland,nicht angegeben,16,4,155,35
2022-04-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,440,6421,1150
2022-04-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,799,482,6168,1599
2022-04-27,00,Deutschland,FACHKLINIK,81,72,778,147
2022-04-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,296,446,6958,925
2022-04-27,00,Deutschland,nicht angegeben,15,5,161,26
2022-04-26,00,Deutschland,FACHKLINIK,81,68,771,148
2022-04-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,470,6331,1223
